Land/regio,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26
Berlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,8,8,9,11,13,16,19,20,22,24,26,28,32,37,42,46,50,51,56,62,74,84,91,92,94,97,105,105,112,113,123,125,127,137,147,149,152,154,154,154,159,162,163,164,165,165,165,170,173,177,181,182,180,182,186,186,190,190,191,191,191,193,195,196,197,198,198,198,198,200,200,201,205,205,205,206,208,208,208,208,208,208,209,210,211,211,211,211,211,211,212,212,213,213,213,214,214,214,214,214,215,215,215,215,216,216,216,217,217,219,220,221,221,221,221,221,221,222,222,222,223,223,223,223,223,223,223,223,223,223,223,223,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,227,227,227,227,227,227,227,228,228,228,228
Bern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,5,6,6,7,8,9,10,13,16,20,23,26,28,28,31,33,37,38,42,44,49,49,49,53,55,67,69,69,73,77,77,79,82,83,83,83,83,83,85,86,90,90,90,90,90,90,90,92,92,92,93,94,94,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,100,101,101,101
Blekinge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolzano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,6,8,9,14,17,20,23,29,38,43,48,60,64,64,74,76,116,129,139,146,158,164,174,183,187,191,200,205,212,214,223,225,234,239,245,249,251,256,261,263,265,269,270,272,274,275,278,279,281,284,286,286,286,289,290,290,290,290,290,290,290,290,290,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,291,292,292,292,292,292,292,292,292,291,291,291,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292,292
Borders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,4,7,9,12,17,19,20,22,30,37,37,38,38,40,42,54,60,62,66,66,67,74,84,90,97,100,100,106,109,113,120,122,122,122,123,127,129,131,133,134,134,136,137,138,148,149,149,149,150,151,151,152,154,154,154,154,154,155,155,155,155,155,155,156,156,156,158,158,160,160,160,161,161,163,163,163,163,163,163,163,163,163,163,164,164,165,165,165,165,165,165,165,165,166,167,167,168,168,168,168,168,168,168,168,167,167,167,167,167,167,167,167,167,167,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169
Bremen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,5,6,6,6,6,8,9,10,11,13,15,15,17,20,21,21,22,24,25,25,25,26,27,27,27,27,27,27,29,29,30,30,30,30,31,31,32,32,32,32,34,35,36,37,37,37,37,38,38,38,39,39,41,41,41,42,42,41,41,42,42,42,42,43,44,44,44,44,44,43,43,43,45,45,46,48,48,49,49,49,49,49,49,49,49,49,49,50,50,50,53,53,53,53,53,53,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,58,58,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59
Brussels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,7,11,13,17,22,31,36,45,49,57,68,76,92,111,127,155,177,207,238,269,308,339,394,432,480,526,577,617,670,703,748,784,824,870,904,944,977,1000,1034,1061,1086,1104,1135,1149,1176,1196,1211,1220,1236,1250,1262,1274,1292,1299,1306,1312,1322,1340,1344,1351,1358,1366,1374,1381,1387,1391,1393,1396,1398,1401,1405,1410,1415,1417,1429,1434,1439,1439,1444,1445,1446,1449,1451,1454,1456,1457,1458,1460,1461,1462,1463,1466,1467,1468,1469,1469,1471,1471,1472,1472,1475,1478,1479,1479,1479,1479,1480,1481,1483,1484,1484,1484,1484,1484,1485,1485,1486,1486,1488,1488,1489,1490,1490,1491,1494,1495,1497,1497,1497,1498,1498,1498,1498,1498,1498,1498,1505,1505,1506,1506,1506,1506,1507,1507,1509,1510,1510,1511,1511,1512,1512,1514,1515,1515,1518,1518,1518,1521,1524,1526,1526,1526,1528,1532,1531,1529,1529,1531,1533,1533,1534,1533,1533,1533,1534,1535,1535,1535,1537,1538,1538,1538,1538,1540,1541,1541,1543,1544,1544,1544,1545,1545,1546,1546,1548,1548,1548,1550
Burgenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,8,8,8,8,8,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Calabria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,5,8,7,10,11,14,18,21,25,31,36,38,41,45,49,56,58,60,60,61,65,66,66,67,68,71,72,73,73,75,75,76,76,76,80,80,80,83,85,86,86,86,88,88,88,88,89,89,90,90,91,93,93,93,95,95,95,95,95,95,96,96,96,96,96,96,96,96,96,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,100
Campania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,9,9,9,9,17,17,22,29,49,56,74,83,98,109,117,125,133,148,167,181,186,189,204,216,221,227,231,238,242,248,260,278,286,293,300,304,309,317,327,332,336,341,345,352,358,359,359,359,362,364,366,369,376,379,386,388,391,392,393,394,394,396,396,396,399,399,401,403,404,404,405,405,405,406,410,411,411,412,413,415,415,420,425,426,426,426,426,428,430,430,430,430,430,430,431,431,431,431,431,431,431,431,431,431,431,431,431,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,432,433,433,433,433,434,434,434,434,434,434,434,434,434,434,435,435,435,436,436,438,438,438,438,438,439,440,440,440,440,440,440,440,440,440,440,440,440,441,441,442,443,445,445,445,445,445,446,446,446,447,448,448,448,448,449,450,451,451,451,452,452,452,455,455,456,456,457,457,457,457,459,460
Canarias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,1,2,3,3,4,7,9,11,16,21,24,27,36,39,40,55,62,68,73,78,80,85,89,91,92,94,95,95,96,102,104,107,111,115,119,119,120,121,121,128,130,131,131,133,134,135,136,140,140,141,142,143,144,148,148,148,149,151,151,151,151,151,151,153,153,155,155,155,157,157,150,150,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,162,164,164,164,164,164,164,164,166,166,166,166,167,167,167,167,168,169,171,172,172,172,174,174,175,178,179,179,179,185,187,189,189,189,189,189,194,194,205,207,209,209,209,214,216,218,218,220,220
Cantabria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,6,9,14,17,21,22,26,27,37,54,60,64,68,68,77,85,92,98,102,107,110,117,120,132,137,144,149,153,158,165,167,173,178,182,183,186,188,191,191,192,193,195,197,198,199,200,201,201,201,201,203,205,205,206,206,207,207,207,209,209,209,209,209,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,219,220,220,220,220,220,220,220,220,221,221,221,221,221,221,221,221,221,221,221,221,221,224,224,225,225,225,226,227,227,227,227,227,227,227,227,228,228,231,231,231,232,232,232,232,233,233
Castilla y León,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,12,22,29,43,55,74,102,124,165,206,252,321,380,442,516,585,641,723,786,847,919,982,1028,1082,1129,1180,1221,1263,1299,1337,1372,1401,1429,1458,1493,1521,1554,1582,1612,1639,1666,1690,1710,1736,1752,1770,1788,1800,1818,1832,1847,1864,1876,1885,1897,1905,1914,1919,1925,1930,1930,1946,1953,1953,1960,1960,1961,1961,1961,1913,1922,1922,1922,1922,1923,1923,1924,1924,1925,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,1928,2775,2775,2777,2778,2779,2780,2783,2783,2783,2783,2784,2784,2787,2787,2787,2787,2787,2787,2788,2788,2791,2792,2792,2792,2792,2793,2793,2793,2793,2793,2793,2794,2795,2795,2796,2796,2796,2796,2797,2797,2798,2798,2798,2798,2798,2799,2799,2800,2800,2800,2800,2800,2800,2802,2804,2804,2804,2804,2804,2808,2808,2808,2810,2810,2810,2810,2812,2815,2817,2821,2822,2822,2822,2830,2841,2842,2846,2856,2856,2856,2863,2872,2873,2878,2883,2883,2883,2900,2900,2920,2925,2931,2931,2931,2948,2965,2970,2988,2994,2994
Castilla-La Mancha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,10,17,17,28,42,42,84,112,145,216,263,316,367,448,539,622,708,774,854,916,989,1055,1132,1177,1255,1322,1431,1483,1543,1626,1714,1755,1796,1852,1913,1963,2021,2075,2140,2188,2255,2292,2330,2365,2396,2436,2463,2498,2534,2565,2590,2616,2647,2677,2713,2738,2759,2786,2811,2835,2852,2870,2870,2893,2898,2898,2913,2919,2929,2934,2940,2788,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,2945,3022,3022,3022,3022,3022,3022,3020,3024,3024,3024,3025,3026,3026,3026,3026,3026,3026,3027,3028,3029,3029,3029,3029,3029,3030,3030,3031,3032,3034,3034,3034,3033,3033,3032,3033,3032,3032,3032,3032,3032,3032,3032,3032,3032,3032,3034,3038,3038,3038,3038,3038,3038,3036,3035,3037,3037,3037,3037,3037,3038,3038,3038,3038,3038,3038,3038,3039,3040,3041,3041,3042,3042,3042,3043,3043,3046,3048,3048,3048,3048,3051,3053,3052,3052,3052,3052,3052,3057,3057,3059,3062,3065,3065,3065,3071,3075,3080,3093,3111,3111
Cataluña,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,8,20,23,33,53,93,122,143,199,293,385,501,685,827,904,983,1216,1458,1629,1784,1928,2053,2167,2329,2462,2667,2787,2877,2975,3105,3201,3453,3618,3752,3879,3933,4009,4152,4247,4343,4393,4498,4566,4699,4808,4905,4975,5061,5137,5185,5220,5270,5345,5394,5471,5507,5532,5555,5621,5692,5823,5882,5882,5944,5956,5956,6021,6021,6656,6663,6701,5575,5583,5583,5584,5584,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5587,5662,5662,5666,5666,5666,5666,5666,5668,5668,5669,5669,5670,5671,5673,5673,5673,5673,5674,5675,5675,5675,5675,5675,5675,5676,5677,5678,5678,5678,5678,5678,5678,5678,5680,5680,5680,5680,5680,5680,5682,5685,5686,5686,5686,5686,5687,5703,5703,5703,5704,5704,5704,5706,5706,5706,5709,5709,5709,5709,5710,5712,5718,5722,5724,5724,5724,5725,5727,5740,5741,5741,5741,5741,5741,5749,5757,5758,5761,5761,5761,5769,5770,5773,5773,5780,5780,5780,5780,5780,5787,5796,5797,5797,5797,5802,5808,5823,5824,5829,5829
Centro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,11,10,13,18,28,28,34,40,52,55,61,66,72,76,88,96,104,107,113,120,123,131,136,146,148,148,164,164,171,175,179,183,188,188,191,194,196,198,201,206,209,209,211,213,213,214,215,216,216,219,221,221,221,221,221,223,227,230,232,233,233,231,233,234,235,237,237,238,238,238,240,240,240,244,244,244,244,244,245,246,246,246,246,246,246,246,246,247,247,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,250,250,250,250,250,250,251,251,251,251,251,251,251,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,254,254,254,254,254,254,254,254,254,254,254,254,256,256,256,256,257,257,257,258,258,258
Ciudad Autónoma de Ceuta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,130,130,130,130,130,130,130,130,130,130,130,130,130,1,1,1,1,1,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,6,6,7,7,7,7,8,8,9,9,9,9,9,10,10,10,10,10,10
Ciudad Autónoma de Melilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,47,47,47,47,47,47,47,47,47,47,47,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
Comunidad Foral de Navarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,9,14,24,31,33,49,58,70,84,102,113,130,141,151,171,178,187,202,206,214,218,227,232,239,249,252,261,338,354,369,385,397,401,409,417,429,431,432,432,448,451,458,460,462,466,471,476,480,484,487,488,490,493,494,498,500,500,503,503,503,503,506,508,509,509,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,490,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,528,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,529,530,531,531,531,532,532,532,532,532,532,532,532,532,532,533,533,533,533,533,533,533,534,535,536,536,536,536,536,540,540,540,540,542,542,542,547,547,549,550,553,553,553,556,561,562,562,563,563
Comunidad Valenciana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,5,13,22,24,33,50,69,94,115,143,167,198,234,267,310,339,395,443,511,571,613,637,672,724,767,796,818,838,876,907,945,972,999,1042,1065,1079,1089,1106,1124,1147,1172,1186,1189,1200,1218,1236,1245,1258,1264,1269,1279,1291,1303,1309,1315,1323,1330,1336,1341,1349,1358,1358,1366,1370,1370,1378,1383,1389,1390,1393,1331,1332,1332,1332,1334,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,1430,1430,1431,1431,1431,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1433,1433,1433,1433,1433,1433,1433,1433,1434,1434,1435,1436,1436,1436,1437,1437,1437,1437,1437,1437,1437,1438,1439,1442,1442,1442,1442,1442,1443,1444,1447,1446,1449,1449,1449,1452,1454,1454,1461,1462,1462,1462,1465,1473,1473,1475,1478,1478,1478,1485,1494,1501,1501,1515,1515,1515,1517,1517,1531,1534,1541,1541,1541,1550,1553,1566,1574,1583,1583
Comunidad de Madrid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,8,21,31,56,81,81,213,213,355,390,498,628,804,1021,1263,1535,1825,2090,2412,2757,3082,3392,3603,3865,4175,4483,4723,4941,5136,5371,5586,5800,5972,6084,6278,6423,6568,6724,6877,7007,7132,7239,7351,7460,7577,7684,7765,7848,7922,7986,8048,8105,8176,8222,8292,8332,8376,8420,8466,8504,8552,8598,8644,8683,8720,8760,8779,8809,8809,8847,8863,8863,8912,8931,8944,8956,8977,8686,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8691,8416,8416,8416,8416,8416,8416,8417,8418,8420,8421,8421,8425,8427,8428,8439,8439,8439,8439,8440,8441,8442,8441,8441,8441,8442,8442,8444,8445,8446,8446,8446,8447,8448,8449,8450,8450,8450,8450,8451,8451,8452,8452,8453,8453,8453,8453,8457,8457,8457,8458,8458,8458,8464,8464,8464,8471,8481,8481,8481,8488,8503,8518,8526,8537,8537,8537,8546,8580,8592,8600,8604,8604,8604,8648,8662,8676,8692,8728,8728,8728,8748,8780,8782,8817,8818,8818,8818,8843,8843,8955,8970,8999,8999,8999,9023,9129,9161,9190,9213,9213
